Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,142.00,152.00,140.00,147.65,144.926624737945492662,17172,250,2488680.00,13919,81.06,12.00,5.65
6-January-2021,136.70,141.70,134.00,140.15,137.343600083431829242,14383,193,1975413.00,12413,86.30,7.70,3.45
5-January-2021,136.85,137.40,131.60,134.10,135.253631542540926908,4337,119,586595.00,3033,69.93,5.80,-2.75
4-January-2021,131.85,146.00,130.00,134.45,136.609078322784810126,20224,238,2762782.00,16694,82.55,16.00,2.60
1-January-2021,128.80,131.45,127.00,130.15,129.412987752776986613,3511,58,454369.00,2857,81.37,4.45,1.35
31-December-2020,127.80,129.25,122.05,127.65,127.429558920342330480,6076,94,774262.00,4879,80.30,7.20,-0.15
30-December-2020,129.60,130.00,123.10,125.00,126.408105225737646640,2813,66,355586.00,2395,85.14,6.90,-4.60
29-December-2020,129.60,130.00,127.60,129.50,128.689123472897639663,8431,114,1084978.00,6362,75.46,2.40,-0.10
28-December-2020,126.45,130.00,124.80,127.00,126.649082796232027764,10085,141,1277256.00,8062,79.94,5.20,0.55
24-December-2020,126.90,126.90,120.35,123.50,124.930807541800071149,5622,101,702361.00,4601,81.84,6.55,-3.40
23-December-2020,121.70,122.95,117.15,122.90,121.282944283523598568,29345,139,3559048.00,25825,88.00,5.80,1.20
22-December-2020,118.50,119.90,115.10,119.15,116.647561588738059326,5967,72,696036.00,4749,79.59,4.80,0.65
21-December-2020,125.20,129.00,116.80,117.70,120.957277399803915743,33659,227,4071301.00,24193,71.88,12.20,-7.50
18-December-2020,126.20,128.30,125.20,125.75,125.996444093243777163,5062,45,637794.00,3544,70.01,3.10,-0.45
17-December-2020,129.25,130.85,125.05,126.20,128.998559317338061727,18047,159,2328037.00,15817,87.64,5.80,-3.05
16-December-2020,128.20,131.95,127.60,130.45,129.611077048845289188,4893,71,634187.00,3854,78.77,4.35,2.25
15-December-2020,132.00,133.10,125.05,131.00,130.133638025594149908,5470,57,711831.00,3783,69.16,8.05,-1.00
14-December-2020,130.00,132.45,128.40,130.60,130.460121788207336996,13466,130,1756776.00,10652,79.10,4.05,0.60
11-December-2020,125.05,135.50,125.00,128.70,128.364162163629945420,36827,343,4727267.00,27181,73.81,10.50,3.65
10-December-2020,120.50,124.95,118.70,124.40,122.821574285998606826,10049,82,1234234.00,8941,88.97,6.25,3.90
9-December-2020,120.20,123.95,117.05,120.50,119.763032173508645837,23653,161,2832755.00,17663,74.68,6.90,0.30
8-December-2020,122.10,123.95,118.55,119.40,120.600772088280282613,13729,144,1655728.00,13007,94.74,5.40,-2.70
7-December-2020,129.70,132.00,121.05,123.15,123.827003030089493340,14191,108,1757229.00,7115,50.14,10.95,-6.55
4-December-2020,122.10,128.40,122.10,125.70,126.239540191023582114,11831,109,1493540.00,9830,83.09,6.30,3.60
3-December-2020,120.10,123.00,120.10,121.80,121.605781315458734813,2387,37,290273.00,2062,86.38,2.90,1.70
2-December-2020,121.40,123.90,121.40,122.45,122.009015421115065243,4215,44,514268.00,3840,91.10,2.50,1.05
1-December-2020,124.70,124.70,119.20,121.40,121.589975349219391947,4868,47,591900.00,4275,87.82,5.50,-3.30
27-November-2020,122.00,123.40,120.75,121.25,121.211461318051575931,1745,25,211514.00,1189,68.14,2.65,-0.75
26-November-2020,119.15,124.50,118.60,123.00,121.346970481615743138,3862,39,468642.00,2833,73.36,5.90,3.85
25-November-2020,120.50,122.00,119.00,120.10,120.768625827814569536,2416,33,291777.00,1827,75.62,3.00,-0.40
24-November-2020,121.65,123.00,120.40,120.90,121.628857821155367976,3791,40,461095.00,2331,61.49,2.60,-0.75
23-November-2020,122.95,125.00,120.05,122.25,122.999365079365079365,4725,82,581172.00,2887,61.10,4.95,-0.70
20-November-2020,119.70,124.00,119.70,120.70,121.905929558626839054,6729,81,820305.00,4382,65.12,4.30,1.00
19-November-2020,118.70,124.65,116.05,120.45,119.804621522200922232,19301,114,2312349.00,13518,70.04,8.60,1.75
18-November-2020,117.00,118.00,115.55,117.70,117.140035552044242543,5063,64,593080.00,4459,88.07,2.45,0.70
17-November-2020,117.00,121.95,115.60,116.75,117.050360257868790291,13185,97,1543309.00,10546,79.98,6.35,-0.25
14-November-2020,121.50,121.50,116.20,117.60,118.455246913580246913,4536,72,537313.00,3380,74.51,5.30,-3.90
13-November-2020,113.65,116.95,111.70,115.80,115.068638031513058493,4633,59,533113.00,3927,84.76,5.25,2.15
12-November-2020,113.00,113.00,110.00,110.95,111.639583333333333333,2400,50,267935.00,1747,72.79,3.00,-2.05
11-November-2020,112.95,113.65,112.00,112.50,112.788221528861154446,2564,38,289189.00,2488,97.04,1.65,-0.45
10-November-2020,110.75,113.00,110.75,112.00,111.995978552278820375,746,22,83549.00,595,79.76,2.25,1.25
9-November-2020,112.10,113.90,112.00,112.30,112.298480243161094224,1645,18,184731.00,1356,82.43,1.90,0.20
6-November-2020,116.85,116.85,111.05,112.00,112.050110864745011086,2255,45,252673.00,1688,74.86,5.80,-4.85
5-November-2020,113.00,114.00,113.00,113.85,113.878175895765472312,1535,20,174803.00,1294,84.30,1.00,0.85
4-November-2020,115.65,115.95,110.15,112.55,112.478794642857142857,896,28,100781.00,525,58.59,5.80,-3.10
3-November-2020,113.00,116.00,113.00,115.65,115.028741328047571853,1009,14,116064.00,849,84.14,3.00,2.65
2-November-2020,116.95,116.95,112.05,113.75,112.973013493253373313,667,12,75353.00,367,55.02,4.90,-3.20
30-October-2020,113.70,117.00,112.30,116.05,116.206611570247933884,726,27,84366.00,438,60.33,4.70,2.35
29-October-2020,111.35,113.70,111.35,113.70,112.157427937915742793,451,12,50583.00,241,53.44,2.35,2.35
28-October-2020,114.00,114.00,112.40,113.95,113.720710059171597633,845,14,96094.00,634,75.03,1.60,-0.05
27-October-2020,114.15,115.00,112.20,113.65,113.969046114971572962,1583,38,180413.00,1380,87.18,2.80,-0.50
26-October-2020,117.00,117.00,116.00,116.00,116.469635627530364372,494,13,57536.00,494,100.00,1.00,-1.00
23-October-2020,117.00,117.00,116.00,116.85,116.853850477796514896,1779,36,207883.00,1479,83.14,1.00,-0.15
22-October-2020,117.70,117.70,115.00,116.55,116.876315789473684210,1140,31,133239.00,860,75.44,2.70,-1.15
21-October-2020,117.20,118.00,116.00,116.00,117.125357483317445185,6294,50,737187.00,4909,77.99,2.00,-1.20
20-October-2020,117.05,117.90,115.85,116.55,116.444958371877890841,1081,22,125877.00,655,60.59,2.05,-0.50
19-October-2020,117.00,119.95,115.55,117.90,117.801101682298645228,6717,46,791270.00,5841,86.96,4.40,0.90
16-October-2020,118.65,119.00,115.55,118.45,118.831400380820495066,5777,30,686489.00,5147,89.09,3.45,-0.20
15-October-2020,118.00,119.90,117.40,117.45,118.731072077528770442,1651,25,196025.00,775,46.94,2.50,-0.55
14-October-2020,119.00,119.90,116.00,117.60,117.882632831086439333,1261,34,148650.00,817,64.79,3.90,-1.40
13-October-2020,118.75,122.90,118.05,118.75,120.045644891122278056,2388,45,286669.00,1940,81.24,4.85,0.00
12-October-2020,120.50,124.00,120.50,121.40,123.600601891659501289,2326,39,287495.00,2114,90.89,3.50,0.90
9-October-2020,125.40,125.40,122.00,122.25,122.901147396293027360,1133,19,139247.00,815,71.93,3.40,-3.15
