Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,6.76,6.76,6.70,6.76,6.759596131608799189,1456316,1136,9844108.00,1456316,100.00,0.06,0.00
6-January-2021,6.44,6.44,6.14,6.44,6.426141291601750894,1624541,1085,10439530.00,1624541,100.00,0.30,0.00
5-January-2021,5.85,6.14,5.56,6.14,5.708199391040173348,1177746,1842,6722809.00,1177746,100.00,0.58,0.29
4-January-2021,6.06,6.24,5.77,5.85,5.902480262300857028,1090046,1711,6433975.00,1090046,100.00,0.47,-0.21
1-January-2021,6.56,6.56,5.96,6.07,6.288396150260517882,1103763,1235,6940899.00,1103763,100.00,0.60,-0.49
31-December-2020,5.67,6.25,5.67,6.25,5.819804206930264285,2690085,874,15655768.00,2690085,100.00,0.58,0.58
30-December-2020,5.96,5.96,5.96,5.96,5.959997851432527521,335107,342,1997237.00,335107,100.00,0.00,0.00
29-December-2020,6.27,6.27,6.27,6.27,6.269996625042186972,231114,303,1449084.00,231114,100.00,0.00,0.00
28-December-2020,6.90,7.00,6.59,6.59,6.624862547533121805,412870,591,2735207.00,412870,100.00,0.41,-0.31
24-December-2020,6.47,7.15,6.47,6.93,6.852022034985553805,3470118,2454,23777325.00,3470118,100.00,0.68,0.46
23-December-2020,6.81,6.81,6.81,6.81,6.809997779632337740,130609,369,889447.00,130609,100.00,0.00,0.00
22-December-2020,7.16,7.16,7.16,7.16,7.159998641950159570,294540,232,2108906.00,294540,100.00,0.00,0.00
21-December-2020,7.53,7.53,7.53,7.53,7.529995237929312287,172194,351,1296620.00,172194,100.00,0.00,0.00
18-December-2020,7.92,7.92,7.92,7.92,7.919993396979117946,145388,336,1151472.00,145388,100.00,0.00,0.00
17-December-2020,9.10,9.18,8.33,8.33,8.724956217801546093,1233949,1086,10766151.00,1233949,100.00,0.85,-0.77
16-December-2020,9.08,9.08,8.60,8.76,8.996680103153714474,3199497,3607,28784851.00,3199497,100.00,0.48,-0.32
15-December-2020,8.65,8.65,8.65,8.65,8.649999590159964291,1341987,1142,11608187.00,1341987,100.00,0.00,0.00
14-December-2020,8.24,8.24,7.99,8.24,8.215610016537216262,4517689,3753,37115571.00,4517689,100.00,0.25,0.00
11-December-2020,7.85,7.85,7.85,7.85,7.849994349944496513,150441,297,1180961.00,150441,100.00,0.00,0.00
10-December-2020,9.12,9.12,8.26,8.26,8.531038613569544482,1058488,1185,9030002.00,1058488,100.00,0.86,-0.86
9-December-2020,8.69,8.69,8.50,8.69,8.688364188089400928,1140883,1061,9912407.00,1140883,100.00,0.19,0.00
8-December-2020,8.28,8.28,7.97,8.28,8.261711883638983775,1354543,1399,11190844.00,1354543,100.00,0.31,0.00
7-December-2020,7.89,7.89,7.52,7.89,7.866885461226746740,1117639,1096,8792338.00,1117639,100.00,0.37,0.00
4-December-2020,7.52,7.52,7.01,7.52,7.483002021101149558,3280390,2198,24547165.00,3280390,100.00,0.51,0.00
3-December-2020,7.17,7.17,7.17,7.17,7.169998025389667055,313986,236,2251279.00,313986,100.00,0.00,0.00
2-December-2020,6.83,6.83,6.83,6.83,6.829998353096179183,340032,256,2322418.00,340032,100.00,0.00,0.00
1-December-2020,6.51,6.51,6.51,6.51,6.509999203515153124,301324,238,1961619.00,301324,100.00,0.00,0.00
