Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,19.55,19.55,18.25,18.90,19.312821980538065254,3494,27,67479.00,2695,77.13,1.30,-0.65
6-January-2021,19.50,19.50,18.65,18.65,19.134000000000000000,500,6,9567.00,350,70.00,0.85,-0.85
5-January-2021,18.15,19.65,18.15,19.50,19.219905213270142180,1055,8,20277.00,730,69.19,1.50,1.35
4-January-2021,18.30,19.80,18.00,18.75,18.683937823834196891,1158,21,21636.00,1123,96.98,1.80,0.45
1-January-2021,19.25,19.25,18.00,18.90,18.952598652550529355,4156,24,78767.00,3456,83.16,1.25,-0.35
31-December-2020,18.55,19.00,18.30,18.35,18.408427876823338735,617,10,11358.00,617,100.00,0.70,-0.20
30-December-2020,19.98,19.98,19.25,19.25,19.710873146622734761,1214,16,23929.00,1214,100.00,0.73,-0.73
29-December-2020,18.70,19.03,18.70,19.03,19.027518313243672725,154806,25,2945574.00,154806,100.00,0.33,0.33
28-December-2020,17.65,18.13,17.65,18.13,18.017777777777777777,900,12,16216.00,700,77.78,0.48,0.48
24-December-2020,16.97,17.33,15.72,17.27,17.302671118530884808,5990,18,103643.00,5889,98.31,1.61,0.30
23-December-2020,16.50,16.97,16.50,16.51,16.633237822349570200,349,4,5805.00,349,100.00,0.47,0.01
21-December-2020,16.50,17.20,16.17,16.17,16.284103720405862457,2661,19,43332.00,2240,84.18,1.03,-0.33
18-December-2020,18.59,18.59,16.95,17.02,18.146805618486633439,2207,7,40050.00,2201,99.73,1.64,-1.57
17-December-2020,17.76,17.76,17.76,17.76,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
16-December-2020,16.41,17.76,16.41,17.76,17.619708396178984414,9945,17,175228.00,9945,100.00,1.35,1.35
15-December-2020,17.48,17.99,16.90,16.92,17.412685107571947471,3579,16,62320.00,3578,99.97,1.09,-0.56
14-December-2020,19.20,19.20,17.50,17.72,18.401173646305681515,3749,27,68986.00,3514,93.73,1.70,-1.48
11-December-2020,19.50,19.60,17.74,18.40,18.046026782134552161,24942,32,450104.00,23856,95.65,1.86,-1.10
10-December-2020,18.00,19.45,17.96,18.67,18.836053681537903518,2757,16,51931.00,2608,94.60,1.49,0.67
9-December-2020,18.10,19.83,18.10,18.90,18.758421052631578947,1900,11,35641.00,1327,69.84,1.73,0.80
8-December-2020,20.17,20.17,18.75,19.05,19.497304236200256739,3895,14,75942.00,3395,87.16,1.42,-1.12
7-December-2020,18.32,19.21,18.32,19.21,19.112813370473537604,3590,15,68615.00,3365,93.73,0.89,0.89
4-December-2020,18.40,19.32,17.85,18.30,19.076004067107269954,7868,38,150090.00,7717,98.08,1.47,-0.10
3-December-2020,18.40,18.41,16.75,18.40,17.911071526445601534,7298,35,130715.00,5914,81.04,1.66,0.00
2-December-2020,17.64,17.68,16.26,17.54,17.325412892914224826,9385,35,162599.00,6885,73.36,1.42,-0.10
1-December-2020,15.93,17.59,15.93,16.84,17.290022848438690022,6565,33,113509.00,5707,86.93,1.66,0.91
27-November-2020,16.10,16.76,15.50,16.76,16.570499447785004295,8149,41,135033.00,7194,88.28,1.26,0.66
26-November-2020,16.25,16.25,15.01,15.97,15.867743343518114360,2291,13,36353.00,2282,99.61,1.24,-0.28
25-November-2020,15.78,15.78,14.75,15.64,15.487885743432797755,3921,25,60728.00,3919,99.95,1.03,-0.14
24-November-2020,15.03,15.03,14.37,15.03,14.978717446093531223,10713,56,160467.00,9037,84.36,0.66,0.00
23-November-2020,14.32,14.32,13.70,14.32,14.146818923327895595,3678,28,52032.00,3653,99.32,0.62,0.00
20-November-2020,12.50,13.68,12.50,13.64,13.637262763966853782,3741,8,51017.00,3741,100.00,1.18,1.14
19-November-2020,12.41,13.03,11.80,13.03,12.324224908039936941,1903,15,23453.00,1068,56.12,1.23,0.62
18-November-2020,11.83,12.41,11.83,12.41,12.191419141914191419,303,8,3694.00,214,70.63,0.58,0.58
17-November-2020,11.26,11.82,10.76,11.82,11.649645390070921985,705,8,8213.00,575,81.56,1.06,0.56
14-November-2020,11.20,11.26,11.20,11.26,11.230000000000000000,200,2,2246.00,200,100.00,0.06,0.06
13-November-2020,11.72,11.72,11.72,11.72,11.718181818181818181,440,4,5156.00,420,95.45,0.00,0.00
12-November-2020,11.70,13.50,11.70,11.72,13.439892183288409703,1855,5,24931.00,1805,97.30,1.80,0.02
10-November-2020,14.77,14.77,12.78,13.00,12.928622927180966113,1387,13,17932.00,1348,97.19,1.99,-1.77
9-November-2020,12.26,14.84,12.26,14.19,14.444981862152357920,1654,11,23892.00,1394,84.28,2.58,1.93
6-November-2020,14.44,14.44,13.50,13.50,13.614457831325301204,83,3,1130.00,83,100.00,0.94,-0.94
5-November-2020,13.50,14.86,13.50,14.79,13.939262472885032537,461,9,6426.00,360,78.09,1.36,1.29
3-November-2020,12.80,14.93,12.60,14.87,13.176470588235294117,391,4,5152.00,300,76.73,2.33,2.07
2-November-2020,14.00,14.00,14.00,14.00,14.000000000000000000,1,1,14.00,1,100.00,0.00,0.00
30-October-2020,13.55,13.55,13.55,13.55,13.547619047619047619,42,1,569.00,42,100.00,0.00,0.00
28-October-2020,13.30,13.30,13.25,13.25,13.290745290745290745,1221,7,16228.00,1221,100.00,0.05,-0.05
27-October-2020,13.10,14.65,13.10,14.65,13.597402597402597402,77,2,1047.00,77,100.00,1.55,1.55
26-October-2020,13.30,14.55,13.30,13.40,13.435090479937057435,1271,10,17076.00,1171,92.13,1.25,0.10
23-October-2020,14.80,14.80,14.75,14.75,14.791726105563480741,701,4,10369.00,701,100.00,0.05,-0.05
21-October-2020,14.75,14.75,14.70,14.70,14.500000000000000000,4,2,58.00,2,50.00,0.05,-0.05
19-October-2020,12.60,15.20,12.60,14.90,12.910569105691056910,615,6,7940.00,615,100.00,2.60,2.30
15-October-2020,13.65,13.95,12.00,13.95,12.162790697674418604,215,4,2615.00,215,100.00,1.95,0.30
14-October-2020,12.10,14.20,12.10,12.70,12.695238095238095238,105,2,1333.00,105,100.00,2.10,0.60
13-October-2020,12.50,13.20,12.05,13.10,13.000000000000000000,12,3,156.00,11,91.67,1.15,0.60
