Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-September-2020,20.95,21.45,20.40,20.40,20.744554455445544554,505,28,10476.00,271,53.66,1.05,-0.55
29-September-2020,21.00,21.20,20.55,20.70,20.861538461538461538,65,11,1356.00,35,53.85,0.65,-0.30
28-September-2020,20.60,21.00,20.15,20.50,20.461427541456380677,1387,27,28380.00,1289,92.93,0.85,-0.10
25-September-2020,20.45,20.45,19.60,20.20,20.131805895224610631,7769,78,156404.00,6747,86.85,0.85,-0.25
24-September-2020,20.55,20.55,20.00,20.20,20.080171358629130966,1634,24,32811.00,1532,93.76,0.55,-0.35
23-September-2020,25.00,25.00,19.90,20.45,20.354922279792746113,3088,80,62856.00,2266,73.38,5.10,-4.55
22-September-2020,21.50,21.50,20.40,21.10,20.905228758169934640,306,22,6397.00,200,65.36,1.10,-0.40
21-September-2020,22.30,22.45,20.45,20.80,20.896843291995490417,3548,169,74142.00,3270,92.16,2.00,-1.50
18-September-2020,22.60,22.60,21.45,21.85,21.996476805637110980,1703,60,37460.00,1154,67.76,1.15,-0.75
17-September-2020,22.60,22.90,21.95,22.00,22.209802235597592433,2326,65,51660.00,1784,76.70,0.95,-0.60
16-September-2020,21.75,23.20,21.05,22.95,22.328088914549653579,6928,83,154689.00,4544,65.59,2.15,1.20
15-September-2020,22.55,22.55,21.15,21.40,21.397422126745435016,931,16,19921.00,816,87.65,1.40,-1.15
14-September-2020,22.05,22.10,21.45,21.45,21.915887850467289719,642,17,14070.00,455,70.87,0.65,-0.60
11-September-2020,22.30,22.30,21.30,21.55,21.487719298245614035,285,12,6124.00,282,98.95,1.00,-0.75
10-September-2020,21.55,21.55,20.90,21.40,21.287589498806682577,838,30,17839.00,703,83.89,0.65,-0.15
9-September-2020,21.55,21.55,20.80,21.00,21.239945927678269685,8877,72,188547.00,6597,74.32,0.75,-0.55
8-September-2020,22.00,22.00,21.00,21.40,21.412115049389889599,6884,34,147401.00,4362,63.36,1.00,-0.60
7-September-2020,22.40,22.40,21.85,21.85,22.253201970443349753,1015,16,22587.00,1015,100.00,0.55,-0.55
4-September-2020,22.00,22.55,21.30,22.05,21.705700457112126915,7438,135,161447.00,2587,34.78,1.25,0.05
3-September-2020,23.25,23.25,22.70,22.80,22.919649379108838568,1369,149,31377.00,1055,77.06,0.55,-0.45
2-September-2020,23.15,23.15,22.25,22.65,22.649149922720247295,647,8,14654.00,545,84.23,0.90,-0.50
1-September-2020,22.90,22.95,22.05,22.55,22.169785169785169785,1443,23,31991.00,1378,95.50,0.90,-0.35
31-August-2020,24.10,24.10,21.55,22.20,22.495428878730841624,7438,163,167321.00,3783,50.86,2.55,-1.90
28-August-2020,23.60,24.15,23.60,23.80,23.917601495726495726,7488,140,179095.00,6936,92.63,0.55,0.20
27-August-2020,23.95,24.35,23.50,23.80,23.684948055085769509,4139,45,98032.00,3437,83.04,0.85,-0.15
26-August-2020,22.95,24.15,22.90,23.80,23.595555555555555555,8100,175,191124.00,6687,82.56,1.25,0.85
25-August-2020,23.50,23.50,22.60,22.85,23.061732492532359774,3013,69,69485.00,2351,78.03,0.90,-0.65
24-August-2020,24.50,24.50,23.00,23.20,23.633815789473684210,7600,93,179617.00,6903,90.83,1.50,-1.30
21-August-2020,23.20,24.30,23.00,23.35,23.497320354369462977,18286,481,429672.00,12452,68.10,1.30,0.15
20-August-2020,23.20,23.20,22.65,22.70,22.971530249110320284,1967,28,45185.00,1767,89.83,0.55,-0.50
19-August-2020,23.20,23.20,22.55,22.90,22.784991066110780226,3358,28,76512.00,2800,83.38,0.65,-0.30
18-August-2020,22.80,23.75,22.45,23.15,23.208711433756805807,8265,88,191820.00,6896,83.44,1.30,0.35
17-August-2020,22.00,22.30,21.40,22.05,21.970757642888790429,2257,46,49588.00,1944,86.13,0.90,0.05
14-August-2020,23.40,23.95,22.25,22.30,23.178859194256082967,12535,146,290547.00,7072,56.42,1.70,-1.10
13-August-2020,22.45,22.95,22.35,22.70,22.612689901697944593,11190,23,253036.00,10900,97.41,0.60,0.25
12-August-2020,22.85,22.90,21.25,22.00,21.958641583879377157,14193,131,311659.00,8350,58.83,1.65,-0.85
11-August-2020,23.90,23.90,23.20,23.60,23.552533992583436341,3236,178,76216.00,3209,99.17,0.70,-0.30
10-August-2020,23.80,24.50,23.25,23.45,23.883033735533119921,20305,240,484945.00,18681,92.00,1.25,-0.35
7-August-2020,21.75,23.90,21.75,23.35,23.177346214511041009,10144,240,235111.00,7115,70.14,2.15,1.60
6-August-2020,22.15,22.25,21.50,21.70,21.861280167890870933,9530,78,208338.00,6216,65.23,0.75,-0.45
5-August-2020,22.30,22.80,21.50,21.60,21.911155644622578490,2994,82,65602.00,2591,86.54,1.30,-0.70
4-August-2020,21.75,22.20,21.15,21.90,21.776855408251765580,8071,118,175761.00,6330,78.43,1.05,0.15
3-August-2020,21.50,22.60,21.25,21.70,21.970998632010943912,3655,72,80304.00,3425,93.71,1.35,0.20
31-July-2020,21.05,22.40,21.05,22.10,21.981950166764763586,5097,49,112042.00,4402,86.36,1.35,1.05
30-July-2020,22.25,22.65,21.50,21.95,21.983275663206459054,5202,78,114357.00,5140,98.81,1.15,-0.30
29-July-2020,22.80,24.30,22.55,22.85,23.451118677042801556,8224,110,192862.00,5030,61.16,1.75,0.05
28-July-2020,24.25,24.25,22.60,22.80,22.970812546590974253,17439,98,400588.00,15854,90.91,1.65,-1.45
27-July-2020,25.05,25.40,23.25,23.75,24.334445865435603106,64118,310,1560276.00,25782,40.21,2.15,-1.30
24-July-2020,21.85,25.70,21.10,25.15,24.351987883377508519,26410,304,643136.00,9691,36.69,4.60,3.30
23-July-2020,22.20,22.20,21.75,21.75,21.993511175198269646,1387,28,30505.00,1061,76.50,0.45,-0.45
22-July-2020,22.15,22.25,21.90,21.90,21.955174058178350023,2097,19,46040.00,1930,92.04,0.35,-0.25
21-July-2020,22.75,22.90,22.10,22.15,22.517366354575656901,3311,65,74555.00,1947,58.80,0.80,-0.60
20-July-2020,23.30,23.65,22.40,22.75,22.876143432125869008,5466,116,125041.00,4169,76.27,1.25,-0.55
17-July-2020,22.70,24.15,22.50,23.50,23.339569829110194460,6788,114,158429.00,5236,77.14,1.65,0.80
16-July-2020,22.70,22.70,21.85,22.60,22.372602739726027397,5840,96,130656.00,3657,62.62,0.85,-0.10
15-July-2020,24.05,24.05,22.45,22.55,23.017038113695090439,12384,119,285043.00,5743,46.37,1.60,-1.50
14-July-2020,24.70,24.70,23.50,23.75,23.923941798941798941,3024,87,72346.00,1973,65.24,1.20,-0.95
13-July-2020,25.65,25.65,24.20,24.65,24.772350632359354557,6879,64,170409.00,3345,48.63,1.45,-1.00
10-July-2020,26.30,26.60,25.50,25.60,26.076159537989532575,5541,63,144488.00,4082,73.67,1.10,-0.70
9-July-2020,25.95,26.85,25.50,26.60,26.452405857740585774,5736,69,151731.00,4766,83.09,1.35,0.65
8-July-2020,26.30,27.45,25.70,25.95,26.735116956128902720,19922,196,532617.00,11371,57.08,1.75,-0.35
7-July-2020,27.45,27.65,26.00,26.30,26.693006357856494096,18717,111,499613.00,16100,86.02,1.65,-1.15
6-July-2020,28.95,29.20,25.90,26.70,27.745293275350021213,75424,636,2092661.00,20944,27.77,3.30,-2.25
3-July-2020,24.75,28.25,23.30,27.55,26.753338072572170365,64708,739,1731155.00,30261,46.77,4.95,2.80
2-July-2020,28.00,28.00,23.50,23.95,24.416707720458864100,14209,218,346937.00,10639,74.88,4.50,-4.05
1-July-2020,23.90,26.45,22.05,25.10,25.591263295603208008,70324,721,1799680.00,34522,49.09,4.40,1.20
30-June-2020,21.60,22.70,21.25,22.05,22.043487907699134679,4507,33,99350.00,3406,75.57,1.45,0.45
29-June-2020,26.00,26.00,21.15,22.20,22.297513321492007104,5630,134,125535.00,3075,54.62,4.85,-3.80
26-June-2020,23.00,23.05,22.15,22.30,22.631964388282596209,6964,103,157609.00,6111,87.75,0.90,-0.70
25-June-2020,22.50,22.75,21.00,22.40,21.917791026043300909,6374,87,139704.00,2767,43.41,1.75,-0.10
24-June-2020,22.40,24.15,22.05,22.35,22.885098253275109170,7328,99,167702.00,2001,27.31,2.10,-0.05
23-June-2020,22.60,24.00,22.30,22.30,22.828490614553869889,7778,167,177560.00,6205,79.78,1.70,-0.30
22-June-2020,25.00,25.00,22.95,23.10,23.443060928433268858,24816,488,581763.00,17269,69.59,2.05,-1.90
19-June-2020,23.90,25.95,23.90,24.50,24.930403056879128973,86886,643,2166103.00,48835,56.21,2.05,0.60
18-June-2020,18.50,22.55,18.50,22.55,21.848850652883569096,88224,654,1927593.00,69985,79.33,4.05,4.05
17-June-2020,19.90,20.00,18.40,18.80,19.294231701405719825,6189,61,119412.00,5092,82.28,1.60,-1.10
16-June-2020,20.50,20.50,18.00,18.55,19.389619211251848004,25027,222,485264.00,18710,74.76,2.50,-1.95
15-June-2020,18.05,20.50,17.80,19.80,19.239581151832460732,9550,142,183738.00,5491,57.50,2.70,1.75
12-June-2020,17.60,18.00,17.35,17.80,17.741818181818181818,825,16,14637.00,825,100.00,0.65,0.20
11-June-2020,19.90,19.90,17.50,17.60,17.998233215547703180,3396,50,61122.00,2628,77.39,2.40,-2.30
10-June-2020,18.55,20.30,17.70,18.25,18.217836257309941520,684,9,12461.00,680,99.42,2.60,-0.30
9-June-2020,18.50,19.20,17.85,17.85,18.370203408466190214,9095,82,167077.00,7545,82.96,1.35,-0.65
8-June-2020,17.20,20.45,17.15,18.80,18.593103448275862068,3625,24,67400.00,2610,72.00,3.30,1.60
5-June-2020,20.85,20.85,16.60,18.95,18.334536702767749699,2493,28,45708.00,2063,82.75,4.25,-1.90
4-June-2020,17.25,18.80,17.20,17.80,17.490254801293021486,21036,10,367925.00,21016,99.90,1.60,0.55
3-June-2020,19.10,20.55,17.90,18.00,18.314510529969914371,4321,165,79137.00,3761,87.04,2.65,-1.10
2-June-2020,18.50,18.75,18.50,18.60,18.582884097035040431,1484,47,27577.00,1247,84.03,0.25,0.10
1-June-2020,19.35,20.20,18.20,18.50,18.946149501035586518,5311,101,100623.00,4088,76.97,2.00,-0.85
29-May-2020,21.20,23.00,19.15,19.35,20.841782710837220387,29371,387,612144.00,16974,57.79,3.85,-1.85
28-May-2020,16.20,20.30,16.20,20.25,20.006161918125800744,32782,169,655842.00,15881,48.44,4.10,4.05
27-May-2020,17.45,17.45,16.15,16.95,16.973509933774834437,755,25,12815.00,402,53.24,1.30,-0.50
26-May-2020,15.70,17.85,15.65,17.10,17.540641826405341374,23215,1073,407206.00,12966,55.85,2.20,1.40
22-May-2020,15.10,15.10,14.90,14.90,14.919642857142857142,112,5,1671.00,112,100.00,0.20,-0.20
21-May-2020,15.55,15.70,15.20,15.20,15.549180327868852459,854,10,13279.00,748,87.59,0.50,-0.35
20-May-2020,16.10,16.10,14.75,14.80,15.000000000000000000,232,10,3480.00,209,90.09,1.35,-1.30
19-May-2020,17.00,17.00,14.65,14.65,15.039867109634551495,301,4,4527.00,301,100.00,2.35,-2.35
18-May-2020,14.45,16.25,14.45,16.10,14.910189982728842832,579,17,8633.00,368,63.56,1.80,1.65
15-May-2020,15.35,16.90,15.20,15.65,15.995717660956881275,6772,44,108323.00,5990,88.45,1.70,0.30
14-May-2020,16.30,16.30,15.45,16.05,15.566729323308270676,1064,24,16563.00,1000,93.98,0.85,-0.25
13-May-2020,16.35,16.35,15.80,15.80,16.012658227848101265,158,5,2530.00,157,99.37,0.55,-0.55
12-May-2020,14.85,14.85,14.85,14.85,14.000000000000000000,1,1,14.00,1,100.00,0.00,0.00
11-May-2020,15.30,15.30,14.90,14.90,14.933673469387755102,196,23,2927.00,196,100.00,0.40,-0.40
8-May-2020,15.35,15.75,15.35,15.35,15.363025210084033613,1190,110,18282.00,976,82.02,0.40,0.00
7-May-2020,15.55,15.75,15.35,15.70,15.537735849056603773,106,12,1647.00,106,100.00,0.40,0.15
6-May-2020,15.40,16.20,15.15,16.05,16.146168470312957004,41028,9,662445.00,40921,99.74,1.05,0.65
5-May-2020,15.50,16.00,15.50,15.90,15.802494802494802494,2405,26,38005.00,1651,68.65,0.50,0.40
4-May-2020,16.50,16.50,15.20,15.70,15.596858638743455497,191,15,2979.00,156,81.68,1.30,-0.80
30-April-2020,16.50,16.75,15.60,16.20,16.329674637397099176,2551,21,41657.00,1445,56.64,1.15,-0.30
28-April-2020,15.60,16.00,15.60,15.95,15.947632311977715877,3590,14,57252.00,3590,100.00,0.40,0.35
27-April-2020,15.90,15.90,15.35,15.80,15.854066985645933014,418,7,6627.00,418,100.00,0.55,-0.10
24-April-2020,15.90,15.90,15.45,15.45,15.767500000000000000,400,3,6307.00,300,75.00,0.45,-0.45
23-April-2020,16.00,16.00,15.40,15.60,15.920512820512820512,1560,54,24836.00,1556,99.74,0.60,-0.40
22-April-2020,15.65,16.00,15.45,16.00,15.753880620899343895,6249,4,98446.00,6249,100.00,0.55,0.35
21-April-2020,16.05,16.60,15.75,15.95,16.000000000000000000,1140,23,18240.00,1130,99.12,0.85,-0.10
20-April-2020,18.55,18.55,15.35,16.35,16.961787141300399564,13765,128,233479.00,11727,85.19,3.20,-2.20
17-April-2020,17.70,19.00,16.85,17.75,17.605761857815751999,9129,332,160723.00,4651,50.95,2.15,0.05
15-April-2020,17.50,17.50,16.15,16.55,16.916858061552595314,2177,42,36828.00,1074,49.33,1.35,-0.95
13-April-2020,16.35,16.85,16.05,16.50,16.731703968144995194,50981,42,852999.00,50981,100.00,0.80,0.15
9-April-2020,16.05,17.25,13.15,16.10,14.083911850177591217,24776,322,348943.00,23288,93.99,4.10,0.05
8-April-2020,15.20,17.35,15.15,15.15,16.282636248415716096,1578,31,25694.00,1244,78.83,2.20,-0.05
7-April-2020,15.15,16.50,15.15,15.80,15.672268907563025210,2023,50,31705.00,2022,99.95,1.35,0.65
3-April-2020,15.70,15.70,14.80,14.85,15.010144927536231884,690,12,10357.00,582,84.35,0.90,-0.85
1-April-2020,15.10,15.75,14.45,15.75,14.942041522491349480,2312,9,34546.00,2092,90.48,1.30,0.65
31-March-2020,16.00,16.00,15.10,15.15,15.271276595744680851,376,8,5742.00,376,100.00,0.90,-0.85
30-March-2020,16.40,16.50,14.35,14.35,14.790459965928449744,587,9,8682.00,487,82.96,2.15,-2.05
27-March-2020,17.60,17.60,14.90,16.40,16.456904989327956038,84801,278,1395562.00,80468,94.89,2.70,-1.20
26-March-2020,16.00,17.10,16.00,16.10,16.101070154577883472,1682,25,27082.00,1676,99.64,1.10,0.10
25-March-2020,14.55,14.55,14.50,14.50,14.516923076923076923,325,3,4718.00,325,100.00,0.05,-0.05
24-March-2020,14.95,15.95,14.90,15.95,15.177606177606177606,2849,74,43241.00,2345,82.31,1.05,1.00
23-March-2020,15.80,15.80,12.80,14.50,14.023302752293577981,5450,74,76427.00,4230,77.61,3.00,-1.30
20-March-2020,18.70,20.65,14.20,15.75,14.919360581031045286,84264,916,1257165.00,50211,59.59,6.45,-2.95
19-March-2020,20.00,22.15,17.70,17.70,18.755662319835277968,2914,177,54654.00,2808,96.36,4.45,-2.30
18-March-2020,20.45,21.50,19.05,19.60,19.548169214361891219,2813,53,54989.00,2339,83.15,2.45,-0.85
17-March-2020,18.95,22.40,18.95,22.40,19.093186372745490981,1996,51,38110.00,1992,99.80,3.45,3.45
16-March-2020,19.00,19.05,18.20,19.05,18.577155409115870400,1821,15,33829.00,1820,99.94,0.85,0.05
13-March-2020,18.30,22.95,18.30,20.00,21.032592592592592592,675,17,14197.00,653,96.74,4.65,1.70
12-March-2020,19.20,21.15,18.70,19.75,19.536723163841807909,2832,85,55328.00,2276,80.37,2.45,0.55
11-March-2020,20.90,20.90,20.90,20.90,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
9-March-2020,21.00,21.10,20.10,20.60,20.637203166226912928,1516,19,31286.00,1500,98.94,1.00,-0.40
6-March-2020,22.05,23.00,21.90,22.95,22.635987590486039296,2901,18,65667.00,2180,75.15,1.10,0.90
5-March-2020,25.00,26.20,23.45,23.50,23.590568060021436227,933,15,22010.00,925,99.14,2.75,-1.50
4-March-2020,21.90,24.75,21.90,23.70,22.525547445255474452,1233,24,27774.00,1172,95.05,2.85,1.80
3-March-2020,23.10,26.05,22.25,22.40,22.849238946605460256,4139,52,94573.00,3142,75.91,3.80,-0.70
2-March-2020,24.00,24.15,22.55,22.55,23.355879292403746097,961,15,22445.00,789,82.10,1.60,-1.45
28-February-2020,26.20,26.50,22.40,22.40,24.458857348185411426,2783,69,68069.00,2145,77.08,4.10,-3.80
27-February-2020,25.55,25.55,25.55,25.55,25.542372881355932203,59,2,1507.00,59,100.00,0.00,0.00
26-February-2020,26.00,27.00,25.80,26.25,26.248841996911991765,3886,73,102003.00,3169,81.55,1.20,0.25
25-February-2020,28.20,28.20,25.25,27.30,27.368556701030927835,1552,56,42476.00,1348,86.86,2.95,-0.90
24-February-2020,30.00,30.00,28.00,29.40,29.124300965937976614,3934,186,114575.00,2992,76.05,2.00,-0.60
20-February-2020,29.50,31.05,29.00,30.45,29.841106719367588932,7590,127,226494.00,4699,61.91,2.05,0.95
19-February-2020,29.20,31.70,29.20,30.80,30.810434782608695652,575,20,17716.00,574,99.83,2.50,1.60
18-February-2020,30.00,30.65,29.00,30.30,29.848979591836734693,3185,59,95069.00,2400,75.35,1.65,0.30
17-February-2020,31.00,31.00,29.05,29.60,29.790133441164577436,2473,55,73671.00,1933,78.16,1.95,-1.40
14-February-2020,31.50,32.45,31.50,31.75,32.042600896860986547,2230,10,71455.00,2030,91.03,0.95,0.25
13-February-2020,32.10,33.00,31.00,32.00,32.400603621730382293,4970,40,161031.00,3763,75.71,2.00,-0.10
12-February-2020,32.40,32.45,31.85,31.90,31.903237540923972353,2749,21,87702.00,2398,87.23,0.60,-0.50
11-February-2020,32.50,32.50,32.50,32.50,32.500000000000000000,100,1,3250.00,100,100.00,0.00,0.00
10-February-2020,32.35,33.15,32.35,32.50,32.452380952380952380,126,5,4089.00,126,100.00,0.80,0.15
7-February-2020,32.45,34.00,32.40,33.15,33.311401006919471243,40321,97,1343149.00,37902,94.00,1.60,0.70
6-February-2020,33.10,34.00,32.65,33.85,33.692537313432835820,1340,8,45148.00,1339,99.93,1.35,0.75
3-February-2020,32.50,33.90,31.55,33.60,33.419586444572085008,3482,34,116367.00,2749,78.95,2.35,1.10
31-January-2020,36.00,36.10,32.30,33.85,33.459043430456294667,3638,131,121724.00,3564,97.97,3.80,-2.15
30-January-2020,33.45,33.50,32.60,33.50,33.143442622950819672,244,17,8087.00,222,90.98,0.90,0.05
29-January-2020,33.25,33.60,33.25,33.60,33.548571428571428571,700,14,23484.00,401,57.29,0.35,0.35
28-January-2020,33.70,34.35,33.10,33.30,33.625517812758906379,1207,137,40586.00,1204,99.75,1.25,-0.40
27-January-2020,34.20,34.80,33.60,33.95,34.052043010752688172,4650,191,158342.00,4033,86.73,1.20,-0.25
24-January-2020,34.45,34.75,34.45,34.75,34.445544554455445544,101,7,3479.00,100,99.01,0.30,0.30
23-January-2020,34.70,35.00,34.25,35.00,34.503496503496503496,286,24,9868.00,283,98.95,0.75,0.30
22-January-2020,34.40,34.85,34.25,34.85,34.826350277998411437,10072,4,350771.00,10072,100.00,0.60,0.45
21-January-2020,35.30,35.30,34.60,34.70,35.005454545454545454,550,76,19253.00,350,63.64,0.70,-0.60
20-January-2020,35.20,35.60,34.70,35.35,35.300858529301978350,2679,29,94571.00,2271,84.77,0.90,0.15
17-January-2020,36.00,36.00,36.00,36.00,36.000000000000000000,24,11,864.00,24,100.00,0.00,0.00
16-January-2020,35.70,37.00,34.85,36.75,36.271686884870679789,4369,163,158471.00,3423,78.35,2.15,1.05
15-January-2020,35.60,36.40,35.45,35.55,35.744022503516174402,711,58,25414.00,604,84.95,0.95,-0.05
14-January-2020,36.80,36.95,35.85,36.40,36.363123236124176857,5315,76,193270.00,2632,49.52,1.10,-0.40
