Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-December-2020,940.00,940.00,904.00,919.55,910.774058577405857740,478,124,435350.00,426,89.12,36.00,-20.45
1-December-2020,887.30,910.00,869.85,903.05,893.594624549736769188,3609,619,3224983.00,2692,74.59,40.15,15.75
27-November-2020,880.25,892.00,871.00,884.00,880.568648648648648648,925,336,814526.00,637,68.86,21.00,3.75
26-November-2020,890.20,895.00,871.00,882.80,881.909982174688057040,1122,271,989503.00,776,69.16,24.00,-7.40
25-November-2020,892.90,900.40,860.00,885.65,874.310232101994115724,3059,576,2674515.00,2070,67.67,40.40,-7.25
24-November-2020,895.00,930.80,876.45,883.70,887.327500000000000000,800,208,709862.00,608,76.00,54.35,-11.30
23-November-2020,922.35,924.75,886.95,893.50,900.558095238095238095,525,171,472793.00,403,76.76,37.80,-28.85
20-November-2020,908.00,926.15,900.00,914.30,906.816107382550335570,745,149,675578.00,618,82.95,26.15,6.30
19-November-2020,944.25,955.75,900.00,907.75,917.418640183346065699,1309,335,1200901.00,1023,78.15,55.75,-36.50
18-November-2020,936.20,950.55,930.00,947.85,942.714782608695652173,575,155,542061.00,431,74.96,20.55,11.65
17-November-2020,959.65,959.65,937.05,941.35,948.609655172413793103,725,117,687742.00,438,60.41,22.60,-18.30
14-November-2020,998.85,998.85,936.00,958.10,954.353836784409257003,1642,214,1567049.00,1453,88.49,62.85,-40.75
13-November-2020,940.00,950.00,923.85,944.15,940.484228473998294970,1173,216,1103188.00,1031,87.89,26.15,4.15
12-November-2020,964.85,964.85,914.15,928.65,934.725135623869801084,1106,274,1033806.00,733,66.27,50.70,-36.20
11-November-2020,989.95,989.95,919.35,932.85,948.425635593220338983,4720,706,4476569.00,3601,76.29,70.60,-57.10
10-November-2020,937.95,985.00,936.05,959.60,954.801890094504725236,2857,389,2727869.00,1434,50.19,48.95,21.65
9-November-2020,947.00,949.00,917.60,928.55,932.982991202346041055,1705,317,1590736.00,1371,80.41,31.40,-18.45
6-November-2020,927.25,939.10,923.50,926.35,930.709243697478991596,595,75,553772.00,551,92.60,15.60,-0.90
5-November-2020,943.00,948.00,922.00,932.30,933.496758508914100486,1234,250,1151935.00,631,51.13,26.00,-10.70
4-November-2020,915.00,948.00,905.00,940.70,930.552228875582168995,1503,231,1398620.00,991,65.93,43.00,25.70
3-November-2020,895.00,904.80,861.20,895.15,882.353253652058432934,753,183,664412.00,529,70.25,43.60,0.15
2-November-2020,879.50,879.50,860.00,864.15,869.461734693877551020,784,136,681658.00,676,86.22,19.50,-15.35
30-October-2020,887.90,895.90,821.00,878.50,867.796755959695256819,4069,619,3531065.00,2062,50.68,74.90,-9.40
29-October-2020,903.00,903.00,885.00,887.15,895.749263777871266302,2377,286,2129196.00,1879,79.05,18.00,-15.85
28-October-2020,882.00,920.60,882.00,905.30,907.725378787878787878,1584,176,1437837.00,1329,83.90,38.60,23.30
27-October-2020,910.25,913.00,902.10,911.80,909.067398119122257053,638,93,579985.00,616,96.55,10.90,1.55
26-October-2020,897.90,914.90,897.90,907.55,907.129713423831070889,663,80,601427.00,590,88.99,17.00,9.65
23-October-2020,910.00,918.00,905.00,907.10,910.229404309252217997,789,105,718171.00,536,67.93,13.00,-2.90
22-October-2020,902.20,913.75,898.25,908.35,906.920187793427230046,639,134,579522.00,584,91.39,15.50,6.15
21-October-2020,901.00,916.25,895.00,909.10,908.347503095336359884,2423,337,2200926.00,1747,72.10,21.25,8.10
20-October-2020,912.75,920.00,903.50,909.25,911.898148148148148148,216,76,196970.00,150,69.44,16.50,-3.50
19-October-2020,914.00,920.85,901.00,912.60,911.249669749009247027,757,242,689816.00,506,66.84,19.85,-1.40
16-October-2020,930.70,931.75,895.05,895.85,909.314199395770392749,331,144,300983.00,245,74.02,36.70,-34.85
15-October-2020,908.40,927.15,903.30,904.60,910.130165289256198347,484,147,440503.00,443,91.53,23.85,-3.80
14-October-2020,934.95,936.00,904.20,916.40,918.042895442359249329,746,201,684860.00,466,62.47,31.80,-18.55
13-October-2020,892.45,948.00,892.45,913.50,928.570900123304562268,1622,396,1506142.00,763,47.04,55.55,21.05
12-October-2020,920.40,944.00,864.50,897.00,881.500566251415628539,2649,393,2335095.00,2009,75.84,79.50,-23.40
9-October-2020,907.75,911.00,904.80,909.30,907.418432203389830508,944,202,856603.00,707,74.89,6.20,1.55
8-October-2020,899.95,914.40,899.95,905.30,906.953349282296650717,2508,454,2274639.00,1914,76.32,14.45,5.35
7-October-2020,868.00,908.00,863.40,889.15,884.865087538619979402,2913,277,2577612.00,1321,45.35,44.60,21.15
6-October-2020,922.65,922.65,882.75,898.30,893.738182889117950228,6791,599,6069376.00,3144,46.30,39.90,-24.35
5-October-2020,942.00,970.00,910.00,929.20,932.078163165608207132,2047,391,1907964.00,1249,61.02,60.00,-12.80
1-October-2020,961.70,972.80,944.55,949.85,959.811383464894058994,2407,236,2310266.00,1068,44.37,28.25,-11.85
30-September-2020,940.00,967.80,914.35,958.35,950.529253981559094719,5965,780,5669907.00,4031,67.58,53.45,18.35
29-September-2020,964.95,978.00,932.60,937.50,947.165463631315935591,3602,516,3411690.00,2082,57.80,45.40,-27.45
28-September-2020,910.85,939.40,904.00,939.40,937.392380009896091044,6063,181,5683410.00,5165,85.19,35.40,28.55
25-September-2020,845.00,894.70,826.00,894.70,870.094287469287469287,3256,376,2833027.00,1944,59.71,68.70,49.70
24-September-2020,829.15,879.90,815.00,852.10,856.904084937916141803,5557,710,4761816.00,2433,43.78,64.90,22.95
23-September-2020,880.40,918.80,836.40,851.85,858.790727170236753100,7096,720,6093979.00,4165,58.70,82.40,-28.55
22-September-2020,900.00,900.85,860.00,880.40,874.478425026968716289,5562,587,4863849.00,2668,47.97,40.85,-19.60
21-September-2020,950.75,989.00,897.00,904.50,950.346865797223390828,4754,603,4517949.00,2027,42.64,92.00,-46.25
18-September-2020,979.95,979.95,934.25,943.05,957.903154399557277255,1807,192,1730931.00,940,52.02,45.70,-36.90
17-September-2020,979.45,991.00,948.00,956.15,969.474052263525947736,2717,533,2634061.00,1905,70.11,43.00,-23.30
16-September-2020,937.15,989.00,915.00,974.60,954.142967542503863987,3882,573,3703983.00,2022,52.09,74.00,37.45
15-September-2020,929.00,950.00,905.00,942.35,926.621735467565290648,3561,520,3299700.00,2130,59.81,45.00,13.35
14-September-2020,946.40,949.85,890.00,922.50,933.902369668246445497,5275,632,4926335.00,2584,48.99,59.85,-23.90
11-September-2020,904.60,904.65,874.10,904.65,900.730268350434096290,5068,329,4564901.00,3808,75.14,30.55,0.05
10-September-2020,831.65,861.60,831.65,861.60,855.746014877789585547,941,110,805257.00,736,78.21,29.95,29.95
9-September-2020,849.30,881.80,798.15,820.60,811.153183238177313368,9283,778,7529935.00,5670,61.08,83.65,-28.70
8-September-2020,847.60,877.50,832.00,840.15,849.501345291479820627,1115,251,947194.00,790,70.85,45.50,-7.45
7-September-2020,866.60,898.55,818.00,837.30,873.324032042723631508,7490,739,6541197.00,4684,62.54,80.55,-29.30
4-September-2020,806.00,857.85,785.00,855.80,848.291248746238716148,7976,387,6765971.00,6205,77.80,72.85,49.80
3-September-2020,785.85,817.00,777.50,817.00,810.812373907195696032,2974,291,2411356.00,2555,85.91,39.50,31.15
2-September-2020,759.30,785.60,750.00,778.10,762.603829160530191458,1358,228,1035616.00,1117,82.25,35.60,18.80
1-September-2020,683.60,752.00,683.60,751.50,726.200758602004876727,3691,494,2680407.00,2917,79.03,68.40,67.90
31-August-2020,732.00,765.00,694.00,716.20,719.257880744398025066,7899,900,5681418.00,3779,47.84,71.00,-15.80
28-August-2020,715.60,738.85,706.00,730.40,728.675906812149808316,3391,403,2470940.00,2338,68.95,32.85,14.80
27-August-2020,755.00,755.00,718.00,732.20,731.070908207867897037,4118,297,3010550.00,1780,43.22,37.00,-22.80
26-August-2020,798.20,805.00,735.10,753.30,775.677076230737760807,7333,466,5688040.00,3236,44.13,69.90,-44.90
25-August-2020,743.80,771.95,743.80,771.95,769.436591809775429326,4542,183,3494781.00,3765,82.89,28.15,28.15
24-August-2020,715.00,735.20,715.00,735.20,733.198123044838373305,959,30,703137.00,929,96.87,20.20,20.20
21-August-2020,703.00,729.00,699.00,700.20,705.844727973038035628,4154,355,2932079.00,1960,47.18,30.00,-2.80
20-August-2020,712.00,723.00,712.00,719.60,717.167076167076167076,814,81,583774.00,586,71.99,11.00,7.60
19-August-2020,715.55,715.55,708.00,710.00,712.849036402569593147,934,23,665801.00,208,22.27,7.55,-5.55
18-August-2020,715.45,720.00,714.90,718.35,717.088834053053670573,1621,106,1162401.00,1085,66.93,5.10,2.90
17-August-2020,712.05,720.55,699.90,717.50,708.773577844311377245,2672,239,1893843.00,1662,62.20,20.65,5.45
14-August-2020,731.45,734.30,705.00,710.25,713.395874652915509718,2521,236,1798471.00,2163,85.80,29.30,-21.20
13-August-2020,730.00,742.75,707.95,738.40,736.763522012578616352,4770,301,3514362.00,3744,78.49,34.80,8.40
12-August-2020,711.45,716.60,684.60,707.40,704.734835355285961871,1731,172,1219896.00,1085,62.68,32.00,-4.05
11-August-2020,726.15,730.10,710.00,714.90,717.433011789924973204,2799,230,2008095.00,1668,59.59,20.10,-11.25
10-August-2020,720.00,742.05,701.00,715.20,715.568920105355575065,3417,328,2445099.00,2649,77.52,41.05,-4.80
7-August-2020,739.00,758.00,719.00,727.65,738.180398492191707054,1857,179,1370801.00,1671,89.98,39.00,-11.35
6-August-2020,715.00,740.65,710.60,739.90,731.028877745114992218,5783,550,4227540.00,4197,72.57,30.05,24.90
5-August-2020,697.40,705.40,697.40,705.40,705.183596354745498999,4499,197,3172621.00,3737,83.06,8.00,8.00
4-August-2020,652.55,671.85,652.55,671.85,670.705939629990262901,1027,68,688815.00,1004,97.76,19.30,19.30
3-August-2020,620.05,655.00,613.00,639.90,637.773556980759743463,2027,193,1292767.00,1665,82.14,42.00,19.85
31-July-2020,651.10,651.45,619.00,644.55,640.919379844961240310,1290,162,826786.00,1118,86.67,32.45,-6.55
30-July-2020,667.50,671.15,648.00,651.35,664.145383104125736738,509,60,338050.00,388,76.23,23.15,-16.15
29-July-2020,675.00,687.00,660.00,665.25,671.825769596953348143,3151,310,2116923.00,1576,50.02,27.00,-9.75
28-July-2020,703.45,713.75,670.00,691.60,696.951336795537603385,5199,523,3623450.00,3721,71.57,43.75,-11.85
27-July-2020,690.00,719.00,670.00,705.25,695.818608662322729014,10436,911,7261563.00,7258,69.55,49.00,15.25
24-July-2020,650.00,700.00,613.00,683.90,667.233486943164362519,12369,1191,8253011.00,7359,59.50,87.00,33.90
23-July-2020,622.95,659.85,608.55,647.60,644.250444651477936817,11807,821,7606665.00,8893,75.32,51.30,24.65
22-July-2020,574.90,625.00,574.90,599.90,591.421392039137202579,4497,386,2659622.00,3755,83.50,50.10,25.00
21-July-2020,560.15,575.00,555.60,569.40,571.433090024330900243,2877,392,1644013.00,2637,91.66,19.40,9.25
20-July-2020,554.50,565.85,541.75,563.05,560.263002944062806673,2038,281,1141816.00,961,47.15,24.10,8.55
17-July-2020,552.45,565.00,540.35,559.80,557.393058161350844277,2132,453,1188362.00,863,40.48,24.65,7.35
16-July-2020,546.65,565.00,532.05,551.55,546.729093640460691036,1997,276,1091818.00,523,26.19,32.95,4.90
15-July-2020,552.80,565.50,530.00,553.55,548.443445423484984714,5561,281,3049894.00,3542,63.69,35.50,0.75
14-July-2020,551.00,553.25,532.50,552.80,543.498599439775910364,714,72,388058.00,441,61.76,20.75,1.80
13-July-2020,570.55,576.25,548.00,556.60,564.804413239719157472,1994,163,1126220.00,1156,57.97,28.25,-13.95
10-July-2020,595.00,595.00,560.15,567.80,570.208897485493230174,517,80,294798.00,347,67.12,34.85,-27.20
9-July-2020,585.00,585.00,558.50,563.50,573.800000000000000000,780,78,447564.00,429,55.00,26.50,-21.50
8-July-2020,558.00,585.00,558.00,566.80,576.939512619669277632,2298,262,1325807.00,1180,51.35,27.00,8.80
7-July-2020,604.00,604.00,550.20,570.05,579.995937500000000000,3200,274,1855987.00,1988,62.12,53.80,-33.95
6-July-2020,528.00,581.60,527.00,581.60,579.120723554856468737,7629,467,4418112.00,3453,45.26,54.60,53.60
3-July-2020,540.35,540.90,515.30,528.75,531.551535087719298245,912,119,484775.00,864,94.74,25.60,-11.60
2-July-2020,550.60,552.95,530.00,539.75,544.633145615446500402,1243,194,676979.00,769,61.87,22.95,-10.85
1-July-2020,569.85,579.95,535.25,546.35,553.698392003476749239,2301,326,1274060.00,1456,63.28,44.70,-23.50
30-June-2020,612.80,612.95,545.20,562.10,576.095947834187238006,4294,497,2473756.00,3014,70.19,67.75,-50.70
29-June-2020,600.00,602.65,571.00,602.65,597.243165684941851684,6621,473,3954347.00,4383,66.20,31.65,2.65
26-June-2020,514.00,547.90,508.05,547.90,539.574705882352941176,1700,109,917277.00,1222,71.88,39.85,33.90
25-June-2020,515.00,520.05,496.00,498.10,510.899224806201550387,129,27,65906.00,101,78.29,24.05,-16.90
24-June-2020,508.05,530.85,500.00,504.40,512.822064056939501779,1405,166,720515.00,1136,80.85,30.85,-3.65
23-June-2020,499.00,519.00,490.00,505.50,504.162445954292773316,1619,117,816239.00,1177,72.70,29.00,6.50
22-June-2020,500.00,515.00,497.35,500.35,502.685714285714285714,490,94,246316.00,434,88.57,17.65,0.35
19-June-2020,514.95,515.00,499.10,504.85,506.520231213872832369,346,38,175256.00,312,90.17,15.90,-10.10
18-June-2020,504.40,510.00,492.00,494.70,495.057264050901378579,4715,419,2334195.00,4653,98.68,18.00,-9.70
17-June-2020,490.00,515.00,490.00,504.50,500.582089552238805970,201,23,100617.00,189,94.03,25.00,14.50
16-June-2020,515.35,515.35,493.00,497.20,502.205479452054794520,1168,106,586576.00,769,65.84,22.35,-18.15
15-June-2020,501.30,516.25,501.30,511.80,512.150417827298050139,359,42,183862.00,336,93.59,14.95,10.50
12-June-2020,498.65,540.00,498.65,510.00,509.953488372093023255,43,16,21928.00,40,93.02,41.35,11.35
11-June-2020,522.65,522.65,505.00,509.20,513.769230769230769230,182,21,93506.00,178,97.80,17.65,-13.45
10-June-2020,520.40,525.00,513.00,513.30,519.096849474912485414,857,34,444866.00,628,73.28,12.00,-7.10
9-June-2020,514.75,529.00,514.75,529.00,521.767441860465116279,43,14,22436.00,30,69.77,14.25,14.25
8-June-2020,534.00,539.60,525.10,525.50,532.792372881355932203,236,26,125739.00,193,81.78,14.50,-8.50
5-June-2020,512.00,556.00,507.55,517.00,523.647540983606557377,366,48,191655.00,346,94.54,48.45,5.00
4-June-2020,527.45,527.45,502.20,506.00,507.947368421052631578,741,121,376389.00,524,70.72,25.25,-21.45
3-June-2020,525.95,532.95,515.05,523.20,524.428571428571428571,77,12,40381.00,71,92.21,17.90,-2.75
2-June-2020,520.00,529.35,519.15,529.35,522.219178082191780821,73,11,38122.00,73,100.00,10.20,9.35
1-June-2020,508.00,513.80,508.00,513.80,512.458128078817733990,203,13,104029.00,203,100.00,5.80,5.80
29-May-2020,497.70,501.70,480.00,489.35,496.146464646464646464,198,38,98237.00,177,89.39,21.70,-8.35
28-May-2020,494.00,500.70,494.00,500.70,499.928571428571428571,56,4,27996.00,55,98.21,6.70,6.70
27-May-2020,506.80,506.80,490.60,495.00,494.212500000000000000,80,16,39537.00,79,98.75,16.20,-11.80
26-May-2020,500.00,503.30,490.00,495.45,495.997237569060773480,362,24,179551.00,359,99.17,13.30,-4.55
22-May-2020,500.55,509.90,500.55,508.10,508.385714285714285714,70,5,35587.00,65,92.86,9.35,7.55
20-May-2020,514.35,514.60,510.40,510.65,510.877192982456140350,57,13,29120.00,57,100.00,4.20,-3.70
19-May-2020,484.55,534.95,484.55,510.45,512.436781609195402298,87,17,44582.00,56,64.37,50.40,25.90
18-May-2020,520.00,525.95,506.65,510.00,517.473509933774834437,604,155,312554.00,445,73.68,19.30,-10.00
15-May-2020,501.50,533.30,500.70,533.30,519.296875000000000000,384,48,199410.00,354,92.19,32.60,31.80
14-May-2020,472.55,520.00,472.55,507.95,508.018318965517241379,928,32,471441.00,532,57.33,47.45,35.40
13-May-2020,505.00,505.15,495.00,497.00,499.757215619694397283,589,43,294357.00,358,60.78,10.15,-8.00
12-May-2020,488.70,497.35,478.45,481.10,485.747311827956989247,372,26,180698.00,327,87.90,18.90,-7.60
11-May-2020,488.00,488.00,483.05,483.20,485.393750000000000000,160,26,77663.00,160,100.00,4.95,-4.80
8-May-2020,492.00,498.70,492.00,497.60,493.955752212389380530,113,20,55817.00,67,59.29,6.70,5.60
7-May-2020,498.75,498.75,488.90,493.50,495.410526315789473684,190,10,94128.00,180,94.74,9.85,-5.25
6-May-2020,511.85,511.85,495.90,495.90,496.583815028901734104,1557,44,773181.00,1457,93.58,15.95,-15.95
5-May-2020,530.00,530.00,510.85,522.00,515.163686382393397524,2181,201,1123572.00,911,41.77,19.15,-8.00
4-May-2020,542.65,542.65,537.70,537.70,541.171929824561403508,285,35,154234.00,285,100.00,4.95,-4.95
30-April-2020,562.00,577.10,560.00,566.00,568.934301521438450899,1446,137,822679.00,1278,88.38,17.10,4.00
29-April-2020,537.60,558.20,537.00,558.10,541.206730769230769230,416,56,225142.00,401,96.39,21.20,20.50
28-April-2020,541.75,541.75,530.00,538.40,539.854251012145748987,247,59,133344.00,235,95.14,11.75,-3.35
27-April-2020,549.10,549.10,529.00,531.85,534.574945691527878349,1381,105,738248.00,1167,84.50,20.10,-17.25
24-April-2020,540.75,540.75,531.50,531.50,534.964102564102564102,195,29,104318.00,127,65.13,9.25,-9.25
23-April-2020,540.35,548.70,533.45,545.30,544.981012658227848101,316,55,172214.00,291,92.09,15.25,4.95
22-April-2020,531.00,536.00,525.00,525.00,533.191176470588235294,68,27,36257.00,66,97.06,11.00,-6.00
21-April-2020,543.00,548.95,532.00,541.35,540.536312849162011173,179,19,96756.00,179,100.00,16.95,-1.65
20-April-2020,577.00,577.00,554.00,554.35,569.984375000000000000,256,32,145916.00,232,90.62,23.00,-22.65
17-April-2020,560.00,579.00,560.00,579.00,566.515151515151515151,66,6,37390.00,60,90.91,19.00,19.00
16-April-2020,572.00,572.00,550.00,560.00,552.835443037974683544,79,11,43674.00,68,86.08,22.00,-12.00
15-April-2020,560.00,593.00,549.00,557.55,563.220848056537102473,566,96,318783.00,484,85.51,44.00,-2.45
13-April-2020,610.65,610.65,577.85,577.85,582.604166666666666666,192,43,111860.00,182,94.79,32.80,-32.80
9-April-2020,600.00,621.90,595.55,608.25,608.694267515923566878,157,12,95565.00,99,63.06,26.35,8.25
8-April-2020,611.70,622.00,595.55,595.55,605.469717362045760430,743,48,449864.00,681,91.66,26.45,-16.15
7-April-2020,617.90,617.90,608.10,611.55,614.423694779116465863,498,47,305983.00,457,91.77,9.80,-6.35
3-April-2020,571.50,595.35,571.50,595.30,592.912479740680713128,617,45,365827.00,580,94.00,23.85,23.80
1-April-2020,590.20,590.20,534.10,567.00,574.193527508090614886,1545,125,887129.00,1103,71.39,56.10,-23.20
31-March-2020,562.10,562.10,557.00,562.10,562.057408844065166795,1289,20,724492.00,1280,99.30,5.10,0.00
30-March-2020,534.90,535.35,534.90,535.35,534.962199312714776632,582,9,311348.00,582,100.00,0.45,0.45
27-March-2020,509.90,509.90,509.90,509.90,509.899246704331450094,1062,126,541513.00,1059,99.72,0.00,0.00
26-March-2020,485.65,485.65,485.65,485.65,485.646258503401360544,147,12,71390.00,145,98.64,0.00,0.00
25-March-2020,459.70,462.55,459.70,462.55,461.588028169014084507,284,8,131091.00,284,100.00,2.85,2.85
24-March-2020,435.00,442.00,430.00,440.55,437.297213622291021671,646,19,282494.00,444,68.73,12.00,5.55
23-March-2020,396.00,435.00,395.95,429.10,408.661709258483452031,4774,305,1950951.00,4065,85.15,39.05,33.10
20-March-2020,390.00,416.75,384.00,416.75,401.414491209376664890,1877,49,753455.00,1233,65.69,32.75,26.75
19-March-2020,398.00,419.95,396.55,396.95,399.777384020618556701,3104,135,1240909.00,2494,80.35,23.40,-1.05
18-March-2020,450.00,450.00,417.40,417.40,419.502183406113537117,1603,95,672462.00,1599,99.75,32.60,-32.60
17-March-2020,468.65,480.00,432.90,439.35,458.178478824546240276,2314,117,1060225.00,1885,81.46,47.10,-29.30
16-March-2020,501.85,501.85,470.00,473.15,478.125167336010709504,1494,120,714319.00,896,59.97,31.85,-28.70
13-March-2020,475.70,537.75,440.05,518.30,499.817171239356669820,4228,209,2113227.00,2046,48.39,97.70,42.60
12-March-2020,531.00,531.00,488.90,488.90,490.387494294842537654,2191,66,1074439.00,1983,90.51,42.10,-42.10
11-March-2020,571.80,571.80,528.05,543.20,541.044510385756676557,1011,66,546996.00,667,65.97,43.75,-28.60
9-March-2020,560.00,560.00,521.00,528.90,534.065581617999042604,4178,184,2231326.00,3073,73.55,39.00,-31.10
6-March-2020,579.20,597.70,565.00,578.30,576.362495761275008477,2949,161,1699693.00,2323,78.77,32.70,-0.90
5-March-2020,607.00,629.45,571.60,608.95,607.829787234042553191,282,31,171408.00,274,97.16,57.85,1.95
4-March-2020,613.00,616.00,573.00,597.35,599.605647517039922103,1027,57,615795.00,836,81.40,43.00,-15.65
3-March-2020,628.55,628.55,613.00,620.00,619.273982558139534883,1376,48,852121.00,1019,74.06,15.55,-8.55
2-March-2020,658.50,658.50,606.00,625.65,626.293441514536849222,1479,117,926288.00,905,61.19,52.50,-32.85
28-February-2020,650.00,650.00,621.90,628.30,634.981742738589211618,3615,195,2295459.00,2720,75.24,28.10,-21.70
27-February-2020,678.50,678.50,650.00,657.20,656.291779584462511291,2214,81,1453030.00,1751,79.09,28.50,-21.30
26-February-2020,690.00,710.00,660.00,684.15,667.836152219873150105,946,55,631773.00,633,66.91,50.00,-5.85
25-February-2020,716.00,721.70,695.75,697.90,701.092206790123456790,2592,84,1817231.00,2503,96.57,25.95,-18.10
24-February-2020,726.00,740.00,715.00,715.85,724.537251655629139072,1208,107,875241.00,816,67.55,25.00,-10.15
20-February-2020,721.00,735.00,720.10,726.75,728.164804469273743016,716,51,521366.00,360,50.28,14.90,5.75
19-February-2020,740.00,740.00,714.00,723.75,724.840153452685421994,782,32,566825.00,139,17.77,26.00,-16.25
18-February-2020,726.20,742.80,714.15,727.20,724.912388130004710315,2123,141,1538989.00,1728,81.39,28.65,1.00
17-February-2020,736.80,736.80,717.70,724.05,725.032094594594594594,592,53,429219.00,562,94.93,19.10,-12.75
14-February-2020,725.00,739.80,720.10,724.85,729.237704918032786885,244,39,177934.00,147,60.25,19.70,-0.15
13-February-2020,749.75,750.00,690.25,717.95,735.544554455445544554,2828,302,2080120.00,1626,57.50,59.75,-31.80
12-February-2020,690.00,729.15,687.05,713.70,703.985265949609547664,6787,525,4777948.00,4715,69.47,42.10,23.70
11-February-2020,701.00,701.20,675.00,685.15,690.135869565217391304,1104,87,761910.00,804,72.83,26.20,-15.85
10-February-2020,669.50,700.00,669.50,685.00,693.169754416199913830,2321,215,1608847.00,1832,78.93,30.50,15.50
7-February-2020,650.05,680.00,650.05,661.15,665.893382352941176470,544,40,362246.00,409,75.18,29.95,11.10
6-February-2020,660.00,696.00,660.00,679.15,681.013649425287356321,2784,161,1895942.00,1960,70.40,36.00,19.15
5-February-2020,656.00,656.00,648.00,653.75,651.850671140939597315,596,49,388503.00,325,54.53,8.00,-2.25
4-February-2020,642.20,654.00,642.20,650.45,649.761792452830188679,424,46,275499.00,359,84.67,11.80,8.25
3-February-2020,640.00,640.00,605.05,631.35,626.818181818181818181,803,47,503335.00,719,89.54,34.95,-8.65
1-February-2020,606.80,651.50,606.80,617.05,628.978410206084396467,2038,455,1281858.00,1217,59.72,44.70,10.25
31-January-2020,628.00,632.00,616.05,621.80,621.292353189691592733,2367,220,1470599.00,2117,89.44,15.95,-6.20
30-January-2020,644.50,650.00,627.00,640.00,634.830459770114942528,348,39,220921.00,114,32.76,23.00,-4.50
29-January-2020,664.95,664.95,638.00,644.55,646.374015748031496062,762,199,492537.00,626,82.15,26.95,-20.40
28-January-2020,645.00,650.00,640.00,642.00,645.971830985915492957,355,57,229320.00,284,80.00,10.00,-3.00
27-January-2020,660.50,662.90,647.00,648.85,656.516363636363636363,275,81,180542.00,223,81.09,15.90,-11.65
24-January-2020,641.00,665.35,641.00,654.00,657.958479020979020979,4576,452,3010818.00,3606,78.80,24.35,13.00
23-January-2020,580.05,636.55,576.05,633.70,625.949844236760124610,6420,391,4018598.00,5403,84.16,60.50,53.65
22-January-2020,629.45,629.45,606.25,606.25,613.265708418891170431,2435,398,1493302.00,2243,92.11,23.20,-23.20
