Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,42.00,46.50,42.00,44.45,45.021313544348528446,99045,471,4459136.00,71547,72.24,4.50,2.45
4-January-2021,46.50,46.50,42.80,43.40,43.410367907234514217,140742,419,6109662.00,99755,70.88,3.70,-3.10
1-January-2021,45.95,46.60,45.00,45.20,45.790483287204598680,46970,412,2150779.00,34567,73.59,1.60,-0.75
31-December-2020,42.90,45.95,42.40,44.95,44.833077431998901496,240327,663,10774599.00,203154,84.53,3.55,2.05
30-December-2020,41.60,42.25,39.80,41.80,41.536046906225255457,53042,196,2203155.00,46582,87.82,2.45,0.20
29-December-2020,41.50,42.20,40.00,40.80,40.891679993759020166,51274,215,2096680.00,44790,87.35,2.20,-0.70
28-December-2020,40.00,42.00,39.90,41.45,41.587347197194759655,20533,125,853913.00,16591,80.80,2.10,1.45
24-December-2020,42.50,42.50,40.50,40.60,41.063211147288450092,57126,201,2345777.00,48635,85.14,2.00,-1.90
23-December-2020,41.40,42.50,40.25,41.45,41.706584566491210646,50345,265,2099718.00,35320,70.16,2.25,0.05
22-December-2020,38.15,41.75,38.15,40.25,39.593352281699036791,63330,290,2507447.00,48051,75.87,3.60,2.10
21-December-2020,43.95,45.30,39.00,39.75,42.575872215216477511,147498,485,6279856.00,114329,77.51,6.30,-4.20
18-December-2020,44.80,44.80,42.65,43.10,43.276884459916968175,146209,465,6327470.00,114654,78.42,2.15,-1.70
17-December-2020,48.50,49.45,44.15,44.90,46.332015844877771212,228465,705,10585244.00,179790,78.69,5.30,-3.60
16-December-2020,48.50,51.25,47.10,47.45,49.340308736495340882,634133,1753,31288318.00,459047,72.39,4.15,-1.05
15-December-2020,42.45,48.65,40.30,47.45,45.701062761565036654,569648,1246,26033519.00,439001,77.07,8.35,5.00
14-December-2020,42.00,43.25,40.35,42.15,42.149222278617641200,155647,460,6560400.00,130356,83.75,2.90,0.15
11-December-2020,39.95,41.70,39.20,41.15,40.716952791595614027,113179,382,4608304.00,98188,86.75,2.50,1.20
10-December-2020,39.00,40.40,37.20,38.90,38.187938302086951623,106519,349,4067741.00,78543,73.74,3.20,-0.10
9-December-2020,41.05,41.75,39.55,39.85,40.658980501018603505,44669,252,1816196.00,38199,85.52,2.20,-1.20
8-December-2020,41.10,42.90,39.00,40.20,40.700123519517835867,228304,749,9292001.00,145660,63.80,3.90,-0.90
7-December-2020,41.40,44.00,39.00,42.85,41.938241044282390371,269046,809,11283316.00,208328,77.43,5.00,1.45
4-December-2020,42.70,42.95,39.75,41.10,41.043058796020962634,196731,1045,8074442.00,136384,69.33,3.20,-1.60
3-December-2020,37.00,42.05,35.35,41.85,40.257829647687542835,922136,2319,37123194.00,705652,76.52,6.70,4.85
2-December-2020,34.00,36.45,33.00,35.05,34.449925246065035923,192632,334,6636158.00,163478,84.87,3.45,1.05
1-December-2020,33.80,34.40,33.60,33.90,33.984806295399515738,33040,131,1122858.00,28995,87.76,0.80,0.10
27-November-2020,34.80,35.00,33.50,34.30,34.152017153748411689,62960,184,2150211.00,46001,73.06,1.50,-0.50
26-November-2020,34.90,34.95,33.70,33.90,34.254965094742840860,35095,167,1202178.00,28778,82.00,1.25,-1.00
25-November-2020,34.20,36.00,34.00,34.50,35.205282751285233114,107179,322,3773267.00,84513,78.85,2.00,0.30
24-November-2020,37.00,37.95,34.50,34.80,35.822204325548280168,85677,333,3069139.00,62914,73.43,3.45,-2.20
23-November-2020,32.20,37.25,32.20,36.00,35.988636839705755510,405785,808,14603649.00,299275,73.75,5.05,3.80
20-November-2020,31.60,33.50,31.60,32.80,32.836892577004017600,83632,241,2746215.00,72387,86.55,1.90,1.20
19-November-2020,34.30,34.30,32.50,33.15,33.263513914436598825,50559,238,1681770.00,40135,79.38,1.80,-1.15
18-November-2020,35.75,35.80,33.00,33.35,33.964589693571384833,114317,463,3882730.00,92611,81.01,2.80,-2.40
